Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE28,OUT018,3327.952583
FDR19,OUT035,2660.950403
NCF54,OUT019,425.9355915
FDZ08,OUT046,1243.06893
NCJ05,OUT018,2232.847022
FDF59,OUT046,1987.251049
NCO05,OUT035,1879.05405
FDW24,OUT018,713.8586545
NCX42,OUT018,2232.847022
NCA53,OUT035,798.2176035
FDI45,OUT019,425.9355915
FDG46,OUT046,1922.149382
FDM20,OUT010,584.7577648
FDW11,OUT010,165.9185817
FDX08,OUT035,2851.631696
NCK17,OUT035,677.1027476
FDK32,OUT018,2232.847022
NCA42,OUT035,2649.110232
DRI01,OUT035,3104.18983
NCL55,OUT049,4034.300307
DRE25,OUT018,1372.688491
FDD14,OUT017,3384.108064
FDB10,OUT046,3454.062559
DRN11,OUT035,2503.501336
FDP38,OUT018,713.8586545
NCA30,OUT017,2939.348476
FDT15,OUT017,3384.108064
NCP55,OUT018,796.6402683
FDF12,OUT035,2286.413267
FDM21,OUT018,3327.952583
FDX56,OUT035,3737.295775
FDF10,OUT017,2660.950403
FDT32,OUT045,2939.348476
FDM51,OUT018,1372.688491
NCR50,OUT018,2232.847022
FDI19,OUT049,4109.900606
FDX21,OUT017,1879.05405
FDR31,OUT035,2286.413267
FDY02,OUT013,4034.300307
NCA29,OUT045,3104.18983
NCX17,OUT046,3454.062559
FDM12,OUT045,2939.348476
FDI53,OUT027,4117.317713
NCU30,OUT049,2286.413267
FDC56,OUT027,3242.062072
FDK27,OUT018,1752.25244
NCK18,OUT017,2649.110232
FDB52,OUT019,584.7577648
DRG25,OUT027,5329.314724
FDZ13,OUT049,713.8586545
FDB57,OUT019,584.7577648
FDR40,OUT046,1481.850614
NCO14,OUT019,92.67548155
NCN19,OUT045,2752.970935
FDQ28,OUT019,346.8972837
FDO13,OUT018,2232.847022
FDK48,OUT013,1481.850614
FDU07,OUT018,2232.847022
FDW20,OUT046,2243.669597
FDV12,OUT010,219.2185209
FDH24,OUT013,2453.747701
FDV59,OUT049,3753.000099
FDK57,OUT045,1827.832845
FDL16,OUT027,1378.263185
NCQ17,OUT046,2503.501336
FDJ15,OUT018,3384.108064
FDX24,OUT049,1259.549051
FDT47,OUT046,1559.342975
FDT10,OUT049,796.6402683
FDZ37,OUT018,1259.549051
FDW43,OUT027,6280.89088
DRN36,OUT017,1559.342975
FDJ14,OUT045,1243.06893
FDA32,OUT013,3753.000099
FDJ38,OUT019,482.6995426
FDQ57,OUT017,2649.110232
NCQ41,OUT019,482.6995426
FDG56,OUT049,796.6402683
DRC13,OUT027,3242.062072
FDV55,OUT035,2660.950403
FDQ49,OUT045,2453.747701
FDE29,OUT010,165.9185817
FDR03,OUT013,3753.000099
FDD45,OUT049,1259.549051
FDN38,OUT010,584.7577648
FDT56,OUT046,935.0323883
FDT48,OUT045,3391.591253
FDU03,OUT049,3384.108064
FDC56,OUT010,281.4820818
NCO43,OUT027,2517.882088
FDQ27,OUT017,1879.05405
FDR03,OUT046,3753.000099
DRH23,OUT010,165.9185817
FDG22,OUT045,677.1027476
NCJ42,OUT013,1690.234086
FDR24,OUT046,1424.59469
FDW60,OUT035,2851.631696
FDJ08,OUT013,2893.839826
DRL59,OUT018,713.8586545
FDG60,OUT010,584.7577648
FDW27,OUT017,2503.501336
FDX14,OUT018,1259.549051
FDC20,OUT013,796.6402683
NCS29,OUT018,3327.952583
FDJ56,OUT046,1511.874772
FDB20,OUT019,165.9185817
FDL28,OUT027,6280.89088
FDW01,OUT018,2232.847022
FDL03,OUT046,3130.004905
FDX22,OUT049,3753.000099
FDJ21,OUT035,2660.950403
FDR31,OUT045,2286.413267
FDG21,OUT035,2660.950403
FDS22,OUT027,1378.263185
FDK08,OUT035,1559.342975
FDE17,OUT018,2232.847022
NCN30,OUT017,1559.342975
FDT50,OUT046,1559.342975
NCX42,OUT049,2649.110232
FDJ12,OUT035,3753.000099
NCA18,OUT027,3242.062072
FDP23,OUT019,584.7577648
FDX12,OUT013,4109.900606
FDN40,OUT018,2232.847022
FDV48,OUT035,1243.06893
NCY54,OUT013,3104.18983
FDL16,OUT010,92.67548155
FDR45,OUT018,3327.952583
FDJ52,OUT046,2649.110232
DRG01,OUT017,1243.06893
FDP52,OUT013,3454.062559
FDU58,OUT017,3391.591253
FDL02,OUT045,1784.428738
FDG28,OUT013,4109.900606
FDA19,OUT035,1987.251049
FDW46,OUT027,1378.263185
NCD43,OUT049,1690.234086
DRG39,OUT013,713.8586545
NCF55,OUT049,583.8145789
FDJ07,OUT046,1922.149382
FDE08,OUT046,2660.950403
FDP56,OUT019,92.67548155
FDT45,OUT045,935.0323883
FDF17,OUT018,2893.839826
FDX44,OUT046,1424.59469
FDM28,OUT027,5329.314724
FDI36,OUT049,3130.004905
FDS07,OUT045,1827.832845
FDD36,OUT045,1827.832845
FDW11,OUT046,935.0323883
FDN40,OUT049,2286.413267
NCQ18,OUT049,1559.342975
NCQ54,OUT017,2894.220711
NCS42,OUT045,1481.850614
DRH39,OUT010,165.9185817
FDC09,OUT027,2517.882088
FDT08,OUT010,346.8972837
FDC08,OUT035,3737.295775
FDT20,OUT017,583.8145789
FDS35,OUT035,1103.186213
FDX58,OUT018,3384.108064
FDW58,OUT046,1690.234086
DRD27,OUT046,1559.342975
FDH32,OUT019,219.2185209
FDS26,OUT035,4433.304033
FDQ31,OUT046,1481.850614
FDP11,OUT018,3327.952583
FDD58,OUT017,1559.342975
FDM33,OUT045,3737.295775
FDZ16,OUT049,3130.004905
NCS29,OUT010,584.7577648
NCM18,OUT019,165.9185817
FDP11,OUT049,3454.062559
NCC42,OUT017,2309.200798
DRM23,OUT046,3104.18983
NCN55,OUT027,6280.89088
FDK46,OUT013,4433.304033
FDR01,OUT046,3391.591253
NCA05,OUT045,2453.747701
NCP43,OUT017,2568.332834
FDR12,OUT010,425.9355915
FDQ01,OUT013,4034.300307
FDM13,OUT046,1987.251049
FDQ19,OUT017,4109.900606
FDK56,OUT019,482.6995426
NCX06,OUT010,482.6995426
FDO56,OUT027,3242.062072
FDU45,OUT045,1827.832845
FDI16,OUT019,165.9185817
FDL32,OUT046,1922.149382
FDA07,OUT046,2243.669597
FDA14,OUT045,2660.950403
FDV46,OUT027,3242.062072
NCO07,OUT035,3753.000099
NCP41,OUT046,1690.234086
FDY60,OUT018,1752.25244
FDN38,OUT017,4034.300307
FDO15,OUT046,1103.186213
FDT60,OUT013,2142.743571
FDA55,OUT035,3753.000099
FDE02,OUT010,219.2185209
DRJ39,OUT049,3753.000099
FDV34,OUT035,1103.186213
FDS20,OUT027,5329.314724
FDF02,OUT027,2517.882088
FDW40,OUT017,2309.200798
NCB43,OUT046,2939.348476
FDR58,OUT017,1481.850614
DRJ59,OUT035,677.1027476
NCD30,OUT017,1559.342975
FDE14,OUT017,1559.342975
FDC28,OUT018,1372.688491
FDU16,OUT018,1259.549051
NCD19,OUT035,935.0323883
FDU21,OUT046,583.8145789
FDV59,OUT027,5329.314724
FDU03,OUT045,3384.108064
FDC33,OUT010,584.7577648
NCR42,OUT035,583.8145789
DRH59,OUT035,1103.186213
NCM31,OUT035,2309.200798
FDS50,OUT035,3753.000099
FDP39,OUT046,935.0323883
FDQ55,OUT013,1922.149382
FDV36,OUT019,281.4820818
FDI05,OUT027,2517.882088
FDS45,OUT027,2517.882088
FDA39,OUT045,677.1027476
FDC37,OUT010,281.4820818
FDJ60,OUT027,4117.317713
DRQ35,OUT046,1987.251049
NCJ06,OUT046,2243.669597
NCY42,OUT018,2232.847022
DRM37,OUT049,3130.004905
FDR14,OUT045,713.8586545
FDE51,OUT049,677.1027476
FDT33,OUT017,2286.413267
FDR08,OUT013,1922.149382
FDE36,OUT010,425.9355915
FDL22,OUT019,219.2185209
FDR44,OUT013,2142.743571
FDI56,OUT019,219.2185209
FDE47,OUT010,281.4820818
FDV27,OUT010,219.2185209
FDV10,OUT049,677.1027476
FDC40,OUT045,1243.06893
NCX41,OUT013,3753.000099
NCQ38,OUT027,2517.882088
FDV12,OUT027,2517.882088
FDE52,OUT017,1424.59469
FDG20,OUT027,4117.317713
FDV16,OUT027,1378.263185
FDI32,OUT017,1922.149382
FDJ32,OUT049,796.6402683
FDN39,OUT018,2232.847022
FDY34,OUT017,2649.110232
FDC14,OUT035,677.1027476
FDA55,OUT017,3753.000099
FDZ50,OUT010,482.6995426
DRG13,OUT049,2894.220711
FDP01,OUT013,2453.747701
NCG54,OUT017,3104.18983
FDM13,OUT045,1827.832845
NCO18,OUT027,5329.314724
NCW41,OUT013,2894.220711
FDM52,OUT027,4117.317713
NCF55,OUT035,583.8145789
FDT09,OUT046,2243.669597
NCM19,OUT035,1690.234086
FDW12,OUT018,2232.847022
FDP15,OUT019,584.7577648
FDK36,OUT045,713.8586545
FDZ25,OUT035,3104.18983
NCW06,OUT049,3130.004905
FDW60,OUT046,2851.631696
DRC49,OUT013,2286.413267
NCT17,OUT035,3391.591253
NCN06,OUT018,2232.847022
FDC45,OUT013,3104.18983
DRJ47,OUT019,425.9355915
NCF06,OUT045,4034.300307
FDE21,OUT010,281.4820818
DRG27,OUT013,507.0464037
FDW40,OUT049,2309.200798
NCO53,OUT046,3384.108064
FDE23,OUT049,677.1027476
FDQ16,OUT046,1690.234086
FDS26,OUT045,4433.304033
FDZ13,OUT010,92.67548155
FDS14,OUT049,2286.413267
FDC10,OUT045,1827.832845
FDY16,OUT049,3384.108064
FDJ20,OUT035,2142.743571
FDV43,OUT035,677.1027476
FDZ32,OUT027,2517.882088
FDR23,OUT046,2568.332834
FDN24,OUT035,935.0323883
FDE34,OUT027,5329.314724
FDU31,OUT013,3753.000099
FDW33,OUT018,1372.688491
FDU26,OUT046,1922.149382
FDE20,OUT027,4117.317713
NCW05,OUT035,1511.874772
FDB22,OUT018,2232.847022
FDO56,OUT046,1922.149382
FDA19,OUT027,3242.062072
DRI39,OUT045,935.0323883
FDH52,OUT018,796.6402683
FDZ50,OUT035,3384.108064
NCN42,OUT035,2453.747701
FDB53,OUT013,2660.950403
DRG11,OUT017,1879.05405
DRK11,OUT027,4117.317713
FDQ60,OUT017,2142.743571
FDT36,OUT017,583.8145789
DRG25,OUT018,3384.108064
DRJ23,OUT046,2939.348476
FDG05,OUT035,2286.413267
NCK06,OUT018,1752.25244
FDU52,OUT017,2286.413267
FDW07,OUT018,1259.549051
NCM17,OUT045,677.1027476
FDA22,OUT045,2286.413267
NCA41,OUT018,2893.839826
FDF38,OUT035,677.1027476
FDH52,OUT046,935.0323883
FDY58,OUT019,584.7577648
FDZ16,OUT045,3130.004905
NCM18,OUT017,935.0323883
FDA22,OUT018,2232.847022
NCJ43,OUT035,2851.631696
FDI34,OUT027,6280.89088
FDG56,OUT046,935.0323883
FDS34,OUT046,1922.149382
DRC01,OUT035,713.8586545
FDQ04,OUT035,677.1027476
FDK04,OUT035,935.0323883
FDT51,OUT049,1784.428738
FDV26,OUT017,3130.004905
FDS04,OUT049,2309.200798
FDW43,OUT018,3327.952583
FDQ28,OUT010,346.8972837
NCK06,OUT017,2243.669597
FDS23,OUT018,1752.25244
FDZ36,OUT019,482.6995426
FDE56,OUT018,796.6402683
FDW10,OUT027,4117.317713
NCN14,OUT045,3384.108064
NCQ18,OUT045,1559.342975
FDW08,OUT017,1511.874772
FDU43,OUT035,4109.900606
FDR33,OUT010,281.4820818
FDM24,OUT010,346.8972837
NCZ05,OUT046,1511.874772
NCV41,OUT035,1922.149382
FDV11,OUT018,2851.631696
NCY05,OUT035,583.8145789
FDV44,OUT018,2893.839826
FDW32,OUT049,1259.549051
NCU18,OUT027,3242.062072
NCC43,OUT035,4034.300307
FDW19,OUT013,1784.428738
FDN31,OUT035,2939.348476
FDI48,OUT045,713.8586545
FDS24,OUT017,1424.59469
FDF46,OUT049,1922.149382
DRG23,OUT017,2286.413267
FDG14,OUT018,2232.847022
NCY30,OUT049,2568.332834
FDO28,OUT018,1752.25244
DRD24,OUT035,2309.200798
FDI33,OUT049,1259.549051
FDN32,OUT046,2752.970935
FDR16,OUT045,3737.295775
FDF26,OUT046,2286.413267
NCN29,OUT018,713.8586545
FDE20,OUT045,2649.110232
FDA46,OUT046,2939.348476
FDU28,OUT045,2939.348476
FDQ48,OUT045,1559.342975
FDV36,OUT013,2243.669597
FDR14,OUT018,796.6402683
FDP23,OUT017,3753.000099
FDP56,OUT013,713.8586545
FDK48,OUT010,165.9185817
FDR48,OUT046,2503.501336
NCY29,OUT049,796.6402683
FDM22,OUT018,796.6402683
DRJ01,OUT013,2503.501336
FDZ43,OUT045,4109.900606
FDV03,OUT035,2660.950403
FDX11,OUT027,5329.314724
NCA41,OUT027,5329.314724
FDE38,OUT017,2286.413267
FDI27,OUT018,798.2176035
FDN32,OUT013,2752.970935
NCN43,OUT017,2243.669597
FDB47,OUT027,5329.314724
FDV03,OUT017,2894.220711
NCN30,OUT045,1559.342975
NCV54,OUT010,281.4820818
FDV07,OUT013,1690.234086
FDP07,OUT049,3130.004905
FDK48,OUT018,1103.186213
FDM15,OUT019,346.8972837
FDY19,OUT027,3242.062072
FDK46,OUT046,4433.304033
FDY11,OUT045,1103.186213
FDH09,OUT046,713.8586545
FDO08,OUT027,4117.317713
FDU14,OUT013,4433.304033
FDD22,OUT027,3242.062072
FDM27,OUT017,2894.220711
FDL02,OUT027,2517.882088
NCA17,OUT035,2453.747701
FDE38,OUT019,425.9355915
NCG07,OUT049,2939.348476
DRC27,OUT013,4109.900606
FDA27,OUT035,4034.300307
FDW40,OUT045,1827.832845
DRI11,OUT013,1922.149382
FDN50,OUT046,1559.342975
FDR12,OUT046,3104.18983
FDT34,OUT027,2517.882088
FDW11,OUT035,935.0323883
NCO30,OUT027,5329.314724
FDZ34,OUT017,3391.591253
FDU45,OUT017,1922.149382
NCD42,OUT035,583.8145789
FDX25,OUT045,3384.108064
NCR29,OUT046,935.0323883
FDX43,OUT019,425.9355915
FDB04,OUT010,219.2185209
FDR49,OUT027,1378.263185
FDS39,OUT018,1752.25244
FDW58,OUT045,1690.234086
FDG22,OUT019,92.67548155
FDG31,OUT017,935.0323883
NCV53,OUT027,6280.89088
DRJ37,OUT035,2286.413267
FDV07,OUT035,1690.234086
FDW52,OUT018,2232.847022
FDT15,OUT045,3384.108064
FDD02,OUT018,1752.25244
FDM16,OUT035,1103.186213
NCE55,OUT046,2851.631696
FDB57,OUT018,3327.952583
FDQ04,OUT013,507.0464037
FDQ47,OUT019,92.67548155
FDY14,OUT019,584.7577648
DRK37,OUT017,3391.591253
FDO25,OUT017,3737.295775
FDL57,OUT046,4034.300307
NCK29,OUT018,1752.25244
FDK46,OUT027,6280.89088
NCB43,OUT010,482.6995426
DRE01,OUT027,6280.89088
FDC46,OUT018,3384.108064
FDQ23,OUT045,1879.05405
FDX38,OUT049,713.8586545
FDG60,OUT018,3327.952583
FDW55,OUT017,4109.900606
FDP39,OUT013,713.8586545
FDB20,OUT018,1259.549051
FDV21,OUT017,2142.743571
FDZ02,OUT013,1559.342975
FDP19,OUT027,3242.062072
FDA38,OUT035,4109.900606
FDH22,OUT045,1827.832845
DRM11,OUT045,4433.304033
FDO12,OUT027,5329.314724
FDT14,OUT049,2142.743571
FDW34,OUT010,584.7577648
FDG04,OUT027,5329.314724
FDW59,OUT018,1259.549051
FDR33,OUT018,1372.688491
FDP32,OUT013,2142.743571
FDL13,OUT027,6280.89088
FDD22,OUT013,1922.149382
FDV40,OUT027,1378.263185
NCD55,OUT046,677.1027476
FDQ20,OUT010,92.67548155
FDD28,OUT045,935.0323883
FDC39,OUT045,3737.295775
NCR17,OUT049,1922.149382
DRO35,OUT018,1752.25244
FDF40,OUT049,4034.300307
FDR31,OUT018,2232.847022
NCQ41,OUT017,2752.970935
FDP38,OUT046,713.8586545
NCU54,OUT027,5329.314724
FDG22,OUT018,507.0464037
DRK59,OUT013,3454.062559
FDC37,OUT046,1690.234086
NCO42,OUT013,2453.747701
NCT42,OUT017,2649.110232
FDX27,OUT035,1424.59469
FDV40,OUT018,1103.186213
FDT45,OUT027,1378.263185
FDS47,OUT019,219.2185209
FDR45,OUT035,4109.900606
FDB03,OUT045,3737.295775
FDO49,OUT035,935.0323883
FDU60,OUT027,4117.317713
FDB26,OUT018,713.8586545
FDB46,OUT017,3737.295775
FDQ37,OUT019,482.6995426
FDN03,OUT017,4034.300307
NCX30,OUT045,4034.300307
FDK32,OUT019,346.8972837
DRM47,OUT013,2893.839826
NCO02,OUT046,1103.186213
FDP04,OUT013,1103.186213
NCO43,OUT049,1879.05405
FDD59,OUT013,1243.06893
FDQ10,OUT017,3104.18983
FDW45,OUT035,2660.950403
NCK30,OUT049,4034.300307
FDU31,OUT018,3327.952583
NCQ17,OUT019,346.8972837
FDN01,OUT017,2851.631696
FDZ19,OUT049,2851.631696
DRG37,OUT017,2894.220711
FDE32,OUT045,583.8145789
FDO34,OUT049,2894.220711
FDM04,OUT019,165.9185817
FDZ25,OUT049,3104.18983
FDU08,OUT049,1559.342975
NCW30,OUT045,4034.300307
NCM18,OUT013,796.6402683
FDS22,OUT035,677.1027476
NCH18,OUT017,4109.900606
FDC23,OUT013,2568.332834
FDY46,OUT013,2893.839826
NCU06,OUT046,3454.062559
FDX57,OUT045,1559.342975
FDX36,OUT027,5329.314724
FDL16,OUT045,798.2176035
FDT16,OUT010,584.7577648
FDN16,OUT018,1372.688491
FDC03,OUT046,3391.591253
DRF60,OUT013,4109.900606
FDS27,OUT027,5329.314724
FDP33,OUT010,584.7577648
FDJ36,OUT018,1372.688491
NCR42,OUT013,507.0464037
FDV14,OUT017,1424.59469
NCP42,OUT035,2752.970935
FDB50,OUT027,2517.882088
NCC30,OUT027,4117.317713
FDA23,OUT018,1372.688491
FDW16,OUT017,1424.59469
FDQ52,OUT010,584.7577648
FDB58,OUT049,2309.200798
NCP29,OUT049,1103.186213
NCM05,OUT045,4034.300307
FDO25,OUT013,3454.062559
NCM54,OUT046,1987.251049
NCL54,OUT046,3104.18983
FDL39,OUT010,425.9355915
FDF53,OUT018,2568.332834
NCQ42,OUT035,1987.251049
FDF58,OUT013,796.6402683
FDZ04,OUT035,1103.186213
FDE26,OUT019,281.4820818
FDS60,OUT017,2568.332834
FDV58,OUT017,3130.004905
FDM04,OUT045,713.8586545
FDE08,OUT035,2660.950403
NCB43,OUT049,2939.348476
FDU11,OUT010,281.4820818
FDF22,OUT019,584.7577648
FDE24,OUT013,2309.200798
DRJ49,OUT046,2243.669597
NCQ53,OUT035,4109.900606
NCL41,OUT013,507.0464037
FDR22,OUT013,1784.428738
FDH04,OUT035,1481.850614
DRH15,OUT045,677.1027476
FDY40,OUT049,713.8586545
NCI17,OUT035,1559.342975
NCC18,OUT013,2568.332834
FDY28,OUT027,5329.314724
FDB45,OUT027,2517.882088
NCL30,OUT018,1752.25244
FDM10,OUT017,3737.295775
FDH22,OUT027,3242.062072
NCZ53,OUT017,3391.591253
NCI18,OUT013,3753.000099
FDH14,OUT027,3242.062072
FDR36,OUT027,1378.263185
FDW01,OUT045,2660.950403
FDK02,OUT027,3242.062072
FDJ02,OUT018,2232.847022
FDU55,OUT013,4433.304033
NCV18,OUT027,2517.882088
FDH14,OUT018,1752.25244
FDZ37,OUT045,1481.850614
FDX49,OUT049,3454.062559
NCD43,OUT046,1690.234086
FDZ07,OUT013,796.6402683
FDK43,OUT035,2243.669597
FDR32,OUT018,3327.952583
FDT39,OUT013,2649.110232
NCV54,OUT017,2243.669597
FDF38,OUT018,507.0464037
FDV60,OUT046,3130.004905
FDH44,OUT027,4117.317713
FDS21,OUT046,935.0323883
NCL41,OUT045,583.8145789
FDM46,OUT017,1481.850614
FDU27,OUT045,713.8586545
NCJ54,OUT017,4109.900606
DRG51,OUT018,2232.847022
NCA29,OUT019,425.9355915
FDR47,OUT045,3130.004905
NCL19,OUT027,3242.062072
DRG01,OUT049,1103.186213
FDG10,OUT046,935.0323883
NCV05,OUT049,2286.413267
NCH18,OUT019,584.7577648
FDV14,OUT018,1259.549051
DRJ23,OUT035,2939.348476
DRJ11,OUT046,3391.591253
FDZ03,OUT017,2939.348476
FDI27,OUT010,92.67548155
FDJ14,OUT018,1259.549051
FDU32,OUT017,2243.669597
FDD47,OUT027,4117.317713
DRF36,OUT035,2939.348476
FDM21,OUT046,4433.304033
FDV10,OUT018,507.0464037
FDH60,OUT018,2893.839826
FDX47,OUT010,346.8972837
FDT19,OUT019,425.9355915
FDO11,OUT045,4034.300307
FDH24,OUT027,4117.317713
FDL02,OUT018,1372.688491
FDB02,OUT049,2851.631696
FDA43,OUT046,3391.591253
FDG52,OUT045,798.2176035
DRC12,OUT013,2893.839826
FDY37,OUT018,1752.25244
NCU18,OUT045,1827.832845
FDU09,OUT035,935.0323883
DRJ25,OUT027,1378.263185
DRE12,OUT018,1752.25244
DRL47,OUT017,1987.251049
DRK01,OUT046,1559.342975
FDC22,OUT019,482.6995426
FDG44,OUT013,796.6402683
FDW04,OUT035,1987.251049
FDK09,OUT049,3454.062559
NCN43,OUT035,2243.669597
FDG04,OUT049,2752.970935
FDH32,OUT010,219.2185209
DRI47,OUT017,2660.950403
DRE15,OUT013,1103.186213
FDY11,OUT035,1103.186213
FDO60,OUT049,677.1027476
FDQ20,OUT018,507.0464037
FDO57,OUT027,4117.317713
FDT14,OUT019,281.4820818
FDA57,OUT049,677.1027476
DRN35,OUT017,583.8145789
FDJ03,OUT046,713.8586545
FDX28,OUT017,1879.05405
DRE25,OUT045,1424.59469
FDR09,OUT046,4433.304033
FDB23,OUT035,3753.000099
FDO08,OUT045,2286.413267
FDQ23,OUT049,1879.05405
FDW04,OUT013,1987.251049
DRK13,OUT010,584.7577648
NCL17,OUT027,3242.062072
FDY21,OUT035,3130.004905
FDJ38,OUT027,5329.314724
FDA37,OUT019,281.4820818
FDV43,OUT013,507.0464037
FDL36,OUT046,1424.59469
FDD53,OUT045,677.1027476
FDZ19,OUT010,425.9355915
FDV21,OUT045,1827.832845
NCL54,OUT018,3104.18983
DRI47,OUT027,4117.317713
DRG03,OUT049,2894.220711
FDG21,OUT013,2660.950403
FDW03,OUT018,1372.688491
NCI55,OUT046,2243.669597
DRC36,OUT019,425.9355915
FDH22,OUT017,2142.743571
FDV20,OUT045,1827.832845
NCU41,OUT027,5329.314724
FDN46,OUT027,2517.882088
FDK50,OUT045,2649.110232
NCA05,OUT027,4117.317713
DRH01,OUT018,2568.332834
FDT08,OUT018,2232.847022
FDM08,OUT018,3327.952583
FDZ07,OUT035,935.0323883
FDS22,OUT017,798.2176035
FDV35,OUT027,4117.317713
FDI28,OUT010,165.9185817
FDW58,OUT027,2517.882088
FDT52,OUT045,4109.900606
FDY34,OUT046,2649.110232
FDR10,OUT046,2894.220711
FDK57,OUT017,2142.743571
FDR02,OUT027,2517.882088
FDX49,OUT046,3454.062559
FDQ20,OUT046,677.1027476
DRK23,OUT045,4433.304033
NCW06,OUT046,2939.348476
FDR31,OUT017,2286.413267
NCE43,OUT013,2894.220711
DRO59,OUT027,2517.882088
FDN09,OUT049,4109.900606
FDR11,OUT046,2503.501336
FDO57,OUT013,2453.747701
NCX18,OUT017,2752.970935
FDB05,OUT018,3327.952583
FDQ08,OUT018,796.6402683
NCG43,OUT035,1424.59469
FDJ56,OUT013,1511.874772
FDA13,OUT010,92.67548155
FDO56,OUT017,1922.149382
FDB37,OUT018,3327.952583
FDZ02,OUT018,1372.688491
FDQ24,OUT046,4433.304033
FDM16,OUT013,1103.186213
FDU35,OUT049,1559.342975
FDT35,OUT035,2453.747701
NCX30,OUT049,4109.900606
FDG04,OUT017,2752.970935
FDI12,OUT035,1424.59469
FDE35,OUT035,935.0323883
NCP14,OUT027,2517.882088
NCY53,OUT045,1511.874772
FDP49,OUT017,935.0323883
FDQ04,OUT017,677.1027476
FDM39,OUT035,2851.631696
FDO58,OUT019,346.8972837
FDC56,OUT017,2142.743571
NCQ54,OUT046,2894.220711
FDV10,OUT027,1378.263185
NCK17,OUT046,677.1027476
NCF55,OUT027,1378.263185
FDV33,OUT013,4034.300307
NCH29,OUT019,219.2185209
FDA37,OUT027,3242.062072
FDH46,OUT018,1372.688491
FDS25,OUT035,1879.05405
FDH04,OUT027,2517.882088
FDX52,OUT046,2939.348476
NCD42,OUT017,583.8145789
FDW47,OUT017,1987.251049
FDL25,OUT027,2517.882088
NCJ06,OUT010,281.4820818
FDY09,OUT013,2568.332834
FDS40,OUT046,583.8145789
FDH41,OUT017,3737.295775
FDG38,OUT035,1481.850614
FDU03,OUT027,5329.314724
FDV20,OUT046,1987.251049
DRB13,OUT045,2752.970935
NCQ30,OUT013,2243.669597
NCH06,OUT013,3454.062559
FDU50,OUT018,1752.25244
NCO42,OUT019,346.8972837
FDW09,OUT018,1259.549051
FDH04,OUT013,1481.850614
FDC21,OUT045,1784.428738
FDL21,OUT049,677.1027476
FDM46,OUT010,219.2185209
FDT22,OUT019,165.9185817
FDB28,OUT035,3391.591253
FDI12,OUT018,1259.549051
FDA28,OUT045,1827.832845
FDF59,OUT013,1987.251049
FDM45,OUT027,3242.062072
FDQ56,OUT017,1481.850614
FDR46,OUT049,2660.950403
FDT01,OUT013,3454.062559
FDD16,OUT027,1378.263185
NCU30,OUT010,346.8972837
FDM40,OUT010,346.8972837
FDI56,OUT035,1481.850614
NCS30,OUT013,2142.743571
FDU08,OUT017,1559.342975
FDX51,OUT027,5329.314724
FDA43,OUT045,3391.591253
FDX59,OUT010,92.67548155
FDC37,OUT018,1372.688491
FDP58,OUT013,3454.062559
NCY42,OUT035,2309.200798
FDF21,OUT018,2893.839826
FDU10,OUT027,1378.263185
DRL47,OUT018,1752.25244
FDA58,OUT018,3327.952583
FDJ22,OUT049,2939.348476
FDK50,OUT046,2649.110232
FDO38,OUT035,1243.06893
DRF60,OUT035,4109.900606
NCZ42,OUT019,584.7577648
FDD35,OUT049,2243.669597
FDL25,OUT045,1481.850614
FDJ16,OUT013,796.6402683
DRK59,OUT049,3454.062559
FDI50,OUT046,4109.900606
NCB19,OUT045,1481.850614
DRI37,OUT035,935.0323883
FDA14,OUT027,4117.317713
FDC08,OUT018,3327.952583
FDS45,OUT046,1879.05405
FDI21,OUT049,1103.186213
DRJ47,OUT035,2568.332834
DRE37,OUT027,5329.314724
FDT55,OUT018,2232.847022
NCG42,OUT027,3242.062072
FDA31,OUT049,3104.18983
NCW42,OUT046,3753.000099
FDF50,OUT017,3391.591253
FDK56,OUT049,3391.591253
FDX10,OUT035,583.8145789
NCK07,OUT027,4117.317713
FDZ49,OUT017,3737.295775
FDR33,OUT013,1879.05405
FDO44,OUT018,1372.688491
FDA20,OUT046,3391.591253
NCL30,OUT045,1827.832845
FDI05,OUT019,165.9185817
FDQ12,OUT018,3327.952583
FDH47,OUT017,1559.342975
FDH34,OUT018,2893.839826
FDF29,OUT046,2243.669597
FDG40,OUT018,507.0464037
NCE18,OUT017,4034.300307
FDP21,OUT010,482.6995426
FDY50,OUT013,1481.850614
FDB36,OUT049,2243.669597
NCZ29,OUT049,1987.251049
FDU20,OUT018,1752.25244
FDO56,OUT013,1922.149382
FDW31,OUT049,3130.004905
DRH59,OUT013,1103.186213
NCB30,OUT017,3130.004905
FDK43,OUT027,3242.062072
FDW43,OUT045,4109.900606
NCL19,OUT017,2309.200798
FDJ27,OUT046,1784.428738
FDC45,OUT046,2894.220711
FDY40,OUT035,713.8586545
NCM41,OUT035,1424.59469
NCK18,OUT019,425.9355915
FDP37,OUT049,2142.743571
FDA27,OUT027,6280.89088
NCX30,OUT035,4109.900606
FDR09,OUT017,4433.304033
FDG08,OUT027,4117.317713
NCU30,OUT013,2286.413267
FDB16,OUT017,1481.850614
FDM16,OUT017,1103.186213
FDC48,OUT013,1243.06893
NCF18,OUT046,2939.348476
FDU46,OUT018,1259.549051
FDH41,OUT018,3327.952583
